# Data for Prokaryotes_0213
SPCH001p01 : circular
SPCO001c01 : circular
SPJA001c01 : circular
SPJA001c02 : circular
SPJA001p01 : circular
SPJA001p02 : circular
SPJA001p03 : circular
SPLI001c01 : circular
SPLI001p01 : circular
SPLI001p02 : circular
SPLI001p03 : circular
SPLI001p04 : circular
SPLI001p05 : circular
SPLI001p06 : circular
SPLI001p07 : circular
SPLI001p08 : circular
SPPL001c01 : circular
SPSM001c01 : circular
SPSY001c01 : circular
SPSY001p01 : circular
SPTH001c01 : circular
SPTH001c02 : circular
SPTR001c01 : circular
SPTR002c01 : circular
SPWI001c01 : circular
SPWI001p01 : circular
SPWI001p02 : circular
STAG001c01 : circular
STAG002c01 : linear
STAG003c01 : circular
STAG004c01 : circular
STAG005c01 : circular
STAR001c01 : circular
STAU001c01 : circular
STAU001p01 : circular
STAU002c01 : circular
STAU002p01 : linear
STAU003c01 : circular
STAU004c01 : circular
STAU004p01 : circular
STAU005c01 : circular
STAU005p01 : circular
STAU006c01 : circular
STAU006p01 : circular
STAU007c01 : circular
STAU008c01 : circular
STAU009c01 : circular
STAU010c01 : circular
STAU010p01 : circular
STAU010p02 : circular
STAU010p03 : circular
STAU011c01 : circular
STAU012c01 : circular
STAU012p01 : circular
STAU012p02 : circular
STAU013c01 : circular
STAU014c01 : circular
STAU014p01 : circular
STAU016c01 : circular
STAU016p01 : circular
STAU016p02 : circular
STAU016p03 : circular
STAU017c01 : circular
STAU017p01 : circular
STAU017p02 : circular
STAU017p03 : circular
STAU018c01 : circular
STAU019c01 : circular
STAU019p01 : circular
STAU020c01 : circular
STAU021c01 : circular
STAU022c01 : circular
STAU022p01 : circular
STAU023c01 : circular
STAU023p01 : circular
STAU023p02 : circular
STAU024c01 : circular
STAU024p01 : circular
STAU025c01 : circular
STAU025p01 : circular
STAU025p02 : circular
STAU026c01 : circular
STAU026p01 : linear
STAU027c01 : circular
STAU028c01 : circular
STAU029c01 : circular
STAU030c01 : circular
STAU030p01 : circular
STAU031c01 : circular
STAU032c01 : circular
STAU033c01 : circular
STAV001c01 : linear
STAV001p01 : linear
STBI001c01 : linear
STCA001c01 : linear
STCO001c01 : linear
STCO001p01 : linear
STCO001p02 : circular
STCT001c01 : linear
STCT001p01 : linear
STCT002c01 : linear
STCT002p01 : linear
STCY001c01 : circular
STCY001p01 : circular
STCY001p02 : circular
STCY001p03 : circular
STCY001p04 : circular
STCY001p05 : linear
STDY001c01 : circular
STDY002c01 : circular
STDY003c01 : circular
STDY004c01 : circular
STEP001c01 : circular
STEP001p01 : circular
STEP001p02 : circular
STEP001p03 : circular
STEP001p04 : circular
STEP001p05 : circular
STEP001p06 : circular
STEP002c01 : circular
STEP002p01 : circular
STEQ001c01 : circular
STEQ002c01 : circular
STEQ003c01 : circular
STEQ004c01 : circular
STFL001c01 : linear
STFL001p01 : linear
STFL001p02 : linear
STGA001c01 : circular
STGA002c01 : circular
STGA002p01 : circular
STGA003c01 : circular
STGO001c01 : circular
STGR001c01 : linear
STHA002c01 : circular
STHA002p01 : circular
STHA002p02 : circular
STHA002p03 : circular
STHE001c01 : circular
STHY001c01 : linear
STHY001p01 : linear
STHY001p02 : circular
STIN001c01 : circular
STIN001p01 : circular
STIT001c01 : circular
STLU001c01 : circular
STLU002c01 : circular
STMA001c01 : circular
STMC001c01 : circular
STMC001p01 : circular
STMI001c01 : circular
STML001c01 : circular
STML002c01 : circular
STML003c01 : circular
STML004c01 : circular
STMO001c01 : circular
STMO001p01 : circular
STMU001c01 : circular
STMU002c01 : linear
STMU003c01 : circular
STMU004c01 : circular
STNA001c01 : circular
STNO001c01 : circular
STOR001c01 : circular
STPA001c01 : circular
STPE001c01 : circular
STPE001p01 : circular
STPN001c01 : circular
STPN002c01 : circular
STPN003c01 : circular
STPN004c01 : circular
STPN005c01 : circular
STPN006c01 : linear
STPN007c01 : circular
STPN008c01 : linear
STPN009c01 : linear
STPN010c01 : linear
STPN011c01 : linear
STPN012c01 : circular
STPN013c01 : circular
STPN014c01 : circular
STPN015c01 : circular
STPN016c01 : circular
STPN017c01 : circular
STPN018c01 : circular
STPN019c01 : circular
STPN020c01 : circular
STPR001c01 : circular
STPR002c01 : circular
STPS001c01 : circular
STPS002c01 : circular
STPT001c01 : circular
STPY001c01 : circular
STPY002c01 : circular
STPY003c01 : circular
STPY004c01 : circular
STPY005c01 : circular
STPY006c01 : circular
STPY007c01 : circular
STPY008c01 : circular
STPY009c01 : circular
STPY010c01 : circular
STPY011c01 : circular
STPY012c01 : circular
STPY013c01 : circular
STPY014c01 : circular
STPY015c01 : circular
STPY016c01 : circular
STPY017c01 : circular
STRO001c01 : circular
STRO001p01 : circular
STSA001c01 : circular
STSA001p01 : circular
STSA001p02 : circular
STSC001c01 : linear
STSI001c01 : circular
STSL001c01 : circular
STSL001v01 : circular
STSL002c01 : circular
STSL003c01 : circular
STSN001c01 : circular
STSU001c01 : circular
STSU002c01 : circular
STSU003c01 : circular
STSU004c01 : circular
STSU004p01 : circular
STSU005c01 : circular
STSU006c01 : circular
STSU007c01 : circular
STSU008c01 : circular
STSU009c01 : circular
STSU010c01 : circular
STSU011c01 : circular
STSU012c01 : circular
STSU013c01 : circular
STSU014c01 : circular
STTH001c01 : circular
STTH003c01 : circular
STTH003p01 : circular
STTH003p02 : circular
STTH004c01 : circular
STTH005c01 : circular
STTH006c01 : circular
STTH007c01 : circular
STUB001c01 : circular
STVE001c01 : linear
STVI001c01 : circular
STVI001p01 : circular
STVI001p02 : circular
SUAC001c01 : circular
SUAI001c01 : circular
SUAI002c01 : circular
SUAI002p01 : circular
SUAU001c01 : circular
SUAZ001c01 : circular
SUBA001c01 : circular
SUDE001c01 : circular
SUDN001c01 : circular
SUIS001c01 : circular
SUIS002c01 : circular
SUIS003c01 : circular
SUIS004c01 : circular
SUIS004p01 : circular
SUIS005c01 : circular
SUIS006c01 : circular
SUIS007c01 : circular
SUIS007p01 : circular
SUIS008c01 : circular
SUIS009c01 : circular
SUKU001c01 : circular
SUKU001p01 : circular
SUKU001p02 : circular
SUKU001p03 : circular
SUKU001p04 : circular
SUMU001c01 : circular
SUMU002c01 : circular
SUMU003c01 : circular
SUMU004c01 : circular
SUSO001c01 : circular
SUSO002c01 : circular
SUSP001c01 : circular
SUTO001c01 : circular
SY63001c01 : circular
SY63001p01 : circular
SY75001c01 : circular
SY75001p01 : circular
SY75001p02 : circular
SYAC001c01 : circular
SYCC001c01 : circular
SYCC002c01 : circular
SYCC003c01 : circular
SYEL001c01 : circular
SYEL002c01 : circular
SYEL002p03 : circular
SYFU001c01 : circular
SYGL001c01 : circular
SYLI001c01 : circular
SYPC001c01 : circular
SYPC002c01 : circular
SYPC003c01 : circular
SYPC004c01 : circular
SYPP001c01 : circular
SYPP001p01 : circular
SYPP001p02 : circular
SYPP001p03 : circular
SYPP001p04 : circular
SYPP001p05 : circular
SYPP001p06 : circular
SYPP002c01 : circular
SYPP003c01 : circular
SYSP001c01 : circular
SYSP001p01 : circular
SYSP001p02 : circular
SYSP001p03 : circular
SYSP001p04 : circular
SYTH001c01 : circular
SYWH001c01 : circular
SYWO001c01 : circular
SYYO001c01 : circular
TAAS001c01 : circular
TAEQ001c01 : circular
TAEQ002c01 : circular
TAFO001c01 : circular
TEAC001c01 : circular
TEHA001c01 : circular
TERO001c01 : circular
TESA001c01 : circular
TESP001c01 : circular
TETU001c01 : circular
TH16001c01 : circular
TH3A001c01 : circular
TH3A001p01 : circular
TH45001c01 : circular
THA4001c01 : circular
THAC001c01 : circular
THAD001c01 : circular
THAF001c01 : circular
THAG001c01 : circular
THAL001c01 : circular
THAM001c01 : circular
THAM001p01 : circular
THBA001c01 : circular
THBA001p01 : circular
THBI001c01 : circular
THBR001c01 : circular
THCC001c01 : circular
THCC001p01 : circular
THCL001c01 : circular
THCO001c01 : circular
THCO001p01 : circular
THCR001c01 : circular
THCU001c01 : circular
THCY001c01 : circular
THDE001c01 : circular
THEL001c01 : circular
THFU001c01 : circular
THGA001c01 : circular
THID001c01 : circular
THIN001c01 : circular
THIN001p01 : circular
THIN001p02 : circular
THIT001c01 : circular
THJR001c01 : circular
THK9001c01 : circular
THK9001p01 : linear
THKO001c01 : circular
THLE001c01 : circular
THLI001c01 : circular
THLI001p01 : circular
THMA001c01 : circular
THME001c01 : circular
THMO001c01 : circular
THMO001p01 : circular
THMR001c01 : circular
THMT001c01 : circular
THNA001c01 : circular
THNE001c01 : circular
THNI001c01 : circular
THNR001c01 : circular
THNT001c01 : circular
THOC001c01 : circular
THON001c01 : circular
THOP001c01 : circular
THOS001c01 : circular
THOS001p01 : circular
THOS001p02 : circular
THPE001c01 : circular
THPE001p01 : circular
THPH001c01 : circular
THPP001c01 : circular
THPS001c01 : circular
THPT001c01 : circular
THRO001c01 : circular
THRO001p01 : circular
THRQ001c01 : circular
THSA001c01 : circular
THSA001p01 : circular
THSA001v01 : circular
THSC001c01 : circular
THSC001p01 : circular
THSI001c01 : circular
THSP001c01 : circular
THSP001p01 : circular
THTE001c01 : circular
THTH001c01 : circular
THTH001p01 : circular
THTH002c01 : circular
THTH002p01 : circular
THTH002p02 : circular
THTH003c01 : circular
THTH003p01 : circular
THTH003p02 : circular
THTH004c01 : circular
THTH004p01 : circular
THTM001c01 : circular
THTN001c01 : circular
THTO001c01 : circular
THTO001p01 : circular
THTR001c01 : circular
THTR001c02 : circular
THTS001c01 : circular
THUZ001c01 : circular
THVI001c01 : circular
THVO001c01 : circular
THWI001c01 : circular
THX3001c01 : circular
THX5001c01 : circular
THXY001c01 : circular
THYE001c01 : circular
TIMO001c01 : circular
TIMO001p01 : circular
TIMO001p02 : circular
TIMO001p03 : circular
TIMO001p04 : circular
TOAU001c01 : circular
TRAZ001c01 : circular
TRBR001c01 : circular
TRDE001c01 : circular
TRER001c01 : circular
TRPA001c01 : circular
TRPA002c01 : circular
TRPA003c01 : circular
TRPA004c01 : circular
TRPA005c01 : circular
TRPA006c01 : circular
TRPA007c01 : circular
TRPA008c01 : circular
TRPI001c01 : circular
TRPI002c01 : circular
TRPL001c01 : circular
TRPR001c01 : circular
TRRA001c01 : circular
TRSU001c01 : circular
TRSU001p01 : circular
TRWH001c01 : circular
TRWH002c01 : circular
TSPA001c01 : circular
TSPA001p01 : circular
TUPA001c01 : circular
TUPA001p01 : circular
URPA001c01 : circular
URPA002c01 : circular
URUR001c01 : circular
UZDI001c01 : circular
VAPA001c01 : circular
VAPA001c02 : circular
VAPA002c01 : circular
VEEI001c01 : circular
VEEI001p01 : circular
VEMA001c01 : circular
VEMA001p01 : circular
VEOK001c01 : circular
VEPA001c01 : circular
VIAN001c01 : circular
VIAN001c02 : circular
VICH001c01 : circular
VICH001c02 : circular
VICH002c01 : circular
VICH002c02 : circular
VICH003c01 : circular
VICH003c02 : circular
VICH004c01 : circular
VICH004c02 : circular
VICH005c01 : circular
VICH005c02 : circular
VICH006c01 : circular
VICH006c02 : circular
VICH007c01 : circular
VICH007c02 : circular
VICH008c01 : circular
VICH008c02 : circular
VIEJ001c01 : circular
VIEJ001c02 : circular
VIEX001c01 : circular
VIEX001c02 : circular
VIFI001c01 : circular
VIFI001c02 : circular
VIFI001p01 : circular
VIFI002c01 : circular
VIFI002c02 : circular
VIFI002p01 : circular
VIFU001c01 : circular
VIFU001c02 : circular
VIHA001c01 : circular
VIHA001c02 : circular
VIHA001p01 : circular
VIPA001c01 : circular
VIPA001c02 : circular
VIPA002c01 : circular
VIPA002c02 : circular
VISP001c01 : circular
VISP001c02 : circular
VIVU001c01 : circular
VIVU001c02 : circular
VIVU002c01 : circular
VIVU002c02 : circular
VIVU002p01 : circular
VIVU003c01 : circular
VIVU003c02 : circular
VUDI001c01 : circular
VUMO001c01 : circular
WACH001c01 : circular
WACH001p01 : circular
WEKO001c01 : circular
WEKO001p01 : circular
WEVI001c01 : circular
WIGL001c01 : circular
WIGL001p01 : circular
WIGL002c01 : circular
WOBM001c01 : circular
WODM001c01 : circular
WODS001c01 : circular
WOOO001c01 : circular
WOPI001c01 : circular
WOUC001c01 : circular
XAAL001c01 : circular
XAAL001p01 : circular
XAAL001p02 : circular
XAAL001p03 : circular
XAAU001c01 : circular
XAAU001p01 : circular
XAAX001c01 : circular
XAAX001p01 : circular
XAAX001p02 : circular
XAAX002c01 : circular
XACA001c01 : circular
XACA002c01 : circular
XACA003c01 : circular
XACA003p01 : circular
XACA003p02 : circular
XACA003p03 : circular
XACA003p04 : circular
XACA004c01 : circular
XACA005c01 : circular
XAOR001c01 : circular
XAOR002c01 : circular
XAOR003c01 : circular
XAOR004c01 : circular
XEBO001c01 : circular
XENE001c01 : circular
XENE001p01 : circular
XYCE001c01 : circular
XYCE001p01 : circular
XYFA001c01 : circular
XYFA001p01 : circular
XYFA001p02 : circular
XYFA002c01 : circular
XYFA002p01 : circular
XYFA003c01 : circular
XYFA004c01 : circular
XYFA004p01 : circular
XYFA005c01 : circular
XYFA005p01 : circular
YEEN001c01 : circular
YEEN001p01 : circular
YEEN002c01 : circular
YEEN002p01 : circular
YEEN003c01 : circular
YEEN003p01 : circular
YEPE001c01 : circular
YEPE001p01 : circular
YEPE001p02 : circular
YEPE001p03 : circular
YEPE002c01 : circular
YEPE002p01 : circular
YEPE003c01 : circular
YEPE003p01 : circular
YEPE003p02 : circular
YEPE003p03 : circular
YEPE003p04 : circular
YEPE004c01 : circular
YEPE004p01 : circular
YEPE004p02 : circular
YEPE004p03 : circular
YEPE005c01 : circular
YEPE005p01 : circular
YEPE005p02 : circular
YEPE006c01 : circular
YEPE006p01 : circular
YEPE006p02 : circular
YEPE007c01 : circular
YEPE007p01 : circular
YEPE007p02 : circular
YEPE008c01 : circular
YEPE008p01 : circular
YEPE008p02 : circular
YEPE008p03 : circular
YEPE009c01 : circular
YEPE009p01 : circular
YEPE009p02 : circular
YEPE009p03 : circular
YEPE010c01 : circular
YEPE010p01 : circular
YEPE010p02 : circular
YEPE010p03 : circular
YEPE011c01 : circular
YEPE011p01 : circular
YEPE011p02 : circular
YEPE011p03 : circular
YEPE012c01 : circular
YEPE012p01 : circular
YEPE012p02 : circular
YEPS001c01 : circular
YEPS001p01 : circular
YEPS001p02 : circular
YEPS002c01 : circular
YEPS002p01 : circular
YEPS002p02 : circular
YEPS003c01 : circular
YEPS004c01 : circular
YEPS004p01 : circular
ZIIN001c01 : circular
ZOGA001c01 : circular
ZUPR001c01 : circular
ZYMO001c01 : circular
ZYMO002c01 : circular
ZYMO002p01 : circular
ZYMO002p02 : circular
ZYMO002p03 : circular
ZYMO003c01 : circular
ZYMO003p01 : circular
ZYMO003p02 : circular
ZYMO004c01 : circular
ZYMO004p01 : circular
ZYMO004p02 : circular
ZYMO004p03 : circular
ZYMO004p04 : circular
ZYMO004p05 : circular
ZYMO004p06 : circular
ZYMO005c01 : circular
ZYMO005p01 : circular
ZYMO005p02 : circular
ZYMO005p03 : circular
